Rank,Title,Author,Publisher,Publish Date,Sale Price,Original Price,Discount Rate,Sale Index,Review Count,Rating,Detail Link,Description
57,AI 에이전트 엔지니어링,"마이클 알바다, 강민혁",한빛미디어,2026년 01월,28800,32000,10%,12294,17,9.5,https://www.yes24.com/product/goods/174018513,"AI 에이전트 시스템 구축을 다룬 최고의 입문서!
이 한 권이면 수백 편의 논문을 읽지 않아도 좋다
생성형 AI 시대, 기업은 이제 단순 자동화를 넘어 도구·지식·메모리를 결합한 AI 에이전트로 더 복잡한 문제를 해결하고 있습니다. 코딩·리서치·분석 에이전트 등 다양한 형태가 등장하며 생산성을 높이고 있지만 실제로는 설계·조율·배포까지 넘어야 할 난제가 적지 않습니다. 이 책은 이런 난관을 명확한 설계 원칙과 실무 중심 접근으로 단번에 돌파하게 해 주는 실전 가이드입니다. 단일 에이전트부터 멀티 에이전트 시스템까지, 아이디어를 실제 설루션으로 빠르게 전환하는 데 필요한 핵심 개념과 패턴을 체계적으로 담았습니다.
주요 내용
- 파운데이션 모델 기반 AI 에이전트의 고유한 특성 이해하기
- AI 에이전트의 핵심 구성 요소와 설계 원칙 파악하기
- 설계 트레이드오프를 탐색하고 효과적인 멀티 에이전트 시스템 구현하기
- 현장에 맞춘 AI 설루션을 설계·배포해 효율성과 혁신 제고하기"
58,된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터,이지스퍼블리싱,2025년 06월,18000,20000,10%,30843,99,9.5,https://www.yes24.com/product/goods/146955725,"GPT 분야 3 년 연속 베스트셀러! 최신 버전 GPT-4.1 반영!
초보자도 1 시간이면 바로 사용 가능! 업무부터 자기 계발까지 챗 GPT 에게 일 시키고 시간 버는 법!
챗 GPT 입문 분야 베스트셀러인 『된다! 하루 만에 끝내는 챗 GPT 활용법』이 2025 년 최신 업데이트된 내용을 반영하여 전면 개정 3 판으로 돌아왔다. 이 책은 용어조차 생소할 초보자를 위해 인공지능에 대한 개념 설명과 챗 GPT 가입 방법부터 시작한다. 이어서 챗 GPT 에 익숙해질 수 있도록 실무와 일상 전반에 쓸 수 있는 활용도 높은 프롬프트 예제를 다룬다. 전 국민을 챗 GPT 에 빠지게 한 이미지 생성 기능도 빠질 수 없다? 어떻게 하면 원하는 이미지를 잘 만들 수 있는지 알려준다. 챗 GPT 에 조금 익숙해졌다면 잘 사용하는 방법도 알아야 한다. 챗 GPT 에게 양질의 답변을 받는된다! 하루 만에 끝내는 챗 GPT 활용법 - 전면 개정 3 판 7 가지 비결부터 GPT 챗봇을 만들어 사용하는 방법까지 알아보자. 또, 자주 쓰는 프롬프트 엔지니어링 패턴 11 가지를 정리해 두었으니 저자의 노하우와 질문하는 요령을 배워 차원이 다른 답변을 받아 보자! 책 끝에는 생성형 AI 를 사용하면서 가장 걱정될 법한 저작권 문제와 챗 GPT 가 먹통일 때 해결하는 방법, 목적에 따라 추천하는 AI 서비스까지 Q & A 형식으로 꼼꼼하게 다룬다.
초보자에게는 챗 GPT 에 관한 이해를 높이는 입문서가 되고, 실무자에게는 챗 GPT 를 본격적으로 활용할 수 있는 계발서가 될 것이며, 성장을 꿈꾸는 모든 사람에게는 자신의 능력을 일깨워 주는 자기 계발서가 될 것이다. 인공지능 전문 유튜버 ‘프롬프트 크리에이터’에게 배우면 챗 GPT 를 하루 만에 익힐 수 있다! 이 책을 통해 차원이 달라진 챗 GPT 와 챗 GPT 에게 일을 시키고 있는 자신을 만나보자!  이후 챗 GPT 의 최신 업데이트와 변화된 상황은 저자의 유튜브 채널에서 확인하자!"
59,혼자 공부하는 머신러닝+딥러닝,박해선,한빛미디어,2025년 04월,28800,32000,10%,18021,148,9.7,https://www.yes24.com/product/goods/143912145,"머신러닝 분야 부동의 베스트셀러! 트랜스포머와 LLM 실습까지 더 많이 채웠다!
케라스는 물론 파이토치까지, 혼자서도 1:1 과외하듯 배우는 인공지능 자습서
** 혼공 용어 노트, 저자 직강 유튜브 강의, FAQ(자주 하는 질문), 오픈 채팅 등 풀패키지 제공
『혼자 공부하는 머신러닝+딥러닝』 (개정판)은 머신러닝과 딥러닝의 핵심 개념을 쉽고 체계적으로 익힐 수 있도록 돕는 입문서로, 최신 AI 트렌드를 반영해 더욱 완성도를 높였다. 특히 트랜스포머와 대규모 언어 모델(LLM) 실습을 새롭게 추가하여, 최신 AI 기술이 실제로 어떻게 동작하는지 배울 수 있도록 했다.
1판에서 많은 독자의 사랑을 받았던 ‘1:1 과외하듯 배우는 설명 방식’과 ‘구글 코랩(Colab) 기반 실습’을 유지하면서, 파이토치 예제 코드를 보강했다. 또한, 각 장마다 ‘자주 하는 질문(FAQ)’ 코너를 추가해 학습자의 이해를 돕고, 실습 중 마주할 수 있는 오류나 개념적 궁금증을 쉽게 해결할 수 있도록 구성했다. 입문자가 실전에서 부딪히는 문제를 미리 경험하고 해결하는 능력을 키울 수 있어, 더욱 효과적으로 머신러닝과 딥러닝을 익힐 수 있다.
또한, 혼공 용어 노트, 저자 유튜브 강의, Q&A 커뮤니티 등 다양한 학습 지원을 제공해 혼자서도 끝까지 학습을 이어갈 수 있도록 돕는다. 최신 AI 개념을 이해하고 실습까지 제대로 해보고 싶다면, 지금 이 책을 만나보자."
60,된다! 조회수 터지는 유튜브 쇼츠 만들기,최지영,이지스퍼블리싱,2025년 04월,19800,22000,10%,23655,65,9.9,https://www.yes24.com/product/goods/143907967,"‘떡상’하는 기획부터 챗GPT, 브루, 캡컷을 활용한 영상 제작까지!
첫 영상부터 조회수 터지는 유튜브 쇼츠 전략 대공개
제2의 월급을 만들어 주는 수익화 방법도 꾹꾹 눌러 담았다!
“유튜브를 하면 좋다는 건 아는데, 어디서부터 시작해야 할지 막막해요!”
“10개나 올렸는데 조회수가 0… 나랑 유튜브는 안 맞는 걸까요?”
『된다! 조회수 터지는 유튜브 쇼츠 만들기』는 유튜브 쇼츠를 처음 시작하는 분들을 위해 ‘첫 영상 올리기’부터 ‘수익화’까지 전 과정을 담은 입문서이다. 유튜브가 밀어 주는 키워드와 주제를 발굴해 채널의 방향성과 전략을 구사할 수 있도록 다양한 벤치마킹 방법과 챗GPT 활용법을 소개한다. 또, 이 책에서 배우는 AI 브루 활용법과 간단한 캡컷 편집 기술만 알면 내가 평소 보던 쇼츠 영상 그 이상의 것도 만들 수 있다. 유튜브 알고리즘을 관리해서 만든 영상이 지속적으로 사랑받고 노출되는 채널 운영 노하우까지 전수해 준다. 아울러 쇼츠 영상을 릴스와 틱톡으로 확장하여 단기간 내에 한층 더 영향력 있는 인플루언서로 성장할 수도 있는 기반을 마련하는 과정과 제2의 월급을 만들어 주는 수익화 방법 4가지까지 해답을 얻어 갈 수 있다. 쇼츠, 이 책과 함께 지금 당장 도전하자!"
61,AI가 두려운 당신에게,"배경훈, 과학기술정보통신부",한빛미디어,2026년 07월,16020,17800,10%,8307,39,9.9,https://www.yes24.com/product/goods/193361186,"25년 차 AI 연구자이자 현직 정책 책임자가 답하는 지금 우리에게 필요한 AI 생존 문답
AI 시대의 진짜 격차는
써본 사람과 두려워하는 사람 사이에서 벌어집니다
좋은 질문을 던지는 능력이야말로 고도의 사고 능력이다.
- 젠슨 황(엔비디아 CEO)
""우리 아이, 코딩까지 가르쳐야 할까요?""
""도구 잘 쓰는 신입 옆에서 마흔의 저는 뭘 배워야 하죠?""
""우리 공장은, 제 일자리는 어떻게 되나요?""
AI가 두려운 시대입니다.
그런데 정말 두려운 것은 AI 자체가 아닙니다.
나만 모른 채, 나만 쓰지 못한 채, 변화가 지나가면 돌이킬 수 없습니다.
AI는 이미 우리 아이의 책상, 직장인의 모니터, 회사의 보안 규정, 공장의 생산라인, 병원의 진료실, 국가의 미래 전략 안으로 들어왔습니다. 대한민국 최초의 기업 연구자 출신 부총리이자 인공지능 전문가인 배경훈 부총리가, 과학기술정보통신부와 함께 국민이 가장 궁금해하는 AI 질문 14가지에 답합니다."
62,한 권으로 끝내는 제미나이 재테크,조성호,한빛미디어,2026년 07월,18900,21000,10%,1302,4,8.0,https://www.yes24.com/product/goods/193044742,"정보는 넘치지만, 나에게 맞는 답은 없었다
AI에게 질문하고 당신만의 경제 해답을 찾는 가장 쉬운 방법
유튜브에는 투자 비법이 넘쳐나고, 서점에는 부자가 되는 공식이 가득합니다. 하지만 워런 버핏의 투자법을 따라 한다고 모두가 워런 버핏이 될 수는 없습니다. 문제는 정보가 부족해서가 아니라, 나에게 맞는 답을 찾지 못해서입니다. 이 책은 재무전략, 자산관리, 주식·ETF·부동산 투자, 절세, 연금까지 경제생활 전반에 필요한 재테크 인사이트를 한 권에 담았습니다. 특히 300개 이상의 제미나이 프롬프트를 활용해 소비, 투자, 절세, 연금에 이르기까지 자신의 상황에 맞는 재테크 전략을 찾아갈 수 있습니다. 더 이상 남의 투자법을 따라 하지 말고, AI를 나만의 금융 비서로 활용하며 자신만의 경제 지도를 만들어 보세요."
63,요즘 바이브 코딩 하네스 with 클로드 코드,조성진,골든래빗,2026년 06월,27000,30000,10%,3051,5,10.0,https://www.yes24.com/product/goods/190806231,"★ 무질서한 바이브 코딩으로 무너지는 프로그램을 두고 볼 수 없다면?
★ 진짜 AI 개발자가 알려주는 궁극의 AI 활용 비법서가 왔다!
★ 코드 생산 가치 제로화 시대, 승부는 하네스에서 갈린다!
★ 고퀄리티 결과가 나올 수밖에 없는 환경을 구축하라!
좋다는 이야기만 듣고 클로드 코드를 결제했지만, 막상 쓰다 보면 결과 품질이 들쑥날쑥합니다. 어떤 날은 천재 같다가, 어떤 날은 갈팡질팡합니다. AI를 다시 잡아두려고 매번 긴 프롬프트를 써내고 있다면 방향이 잘못된 겁니다. 답은 입력이 아니라 환경에 있습니다. AI가 일관되게 좋은 결과를 낼 수밖에 없는 환경을 직접 설계하는 법이 필요합니다.
소규모 개발까지는 잘 가다가 규모가 커지면 무너지는 바이브 코딩 패턴에서 탈출하세요. 하나의 프로젝트를 끝까지 끌고 가는 경험이 한 번은 있어야 합니다. 국내 최고의 AI 개발자가 알려주는 노하우를 따라 그 경험을 같이 만들어봅니다.
SDD로 견고한 골격을 세우세요. 코드 품질 원칙을 스킬로 박제하세요. 워크트리와 체크포인트로 안전장치를 마련하세요. 서브에이전트로 토큰을 아끼고 분석과 실행을 분리하세요. 슬래시 커맨드, 스킬, 메모리, MCP까지 클로드 코드의 기능을 총동원해 손에 맞는 코드 품질 관리 워크플로를 구축하세요. ‘써먹을 수 있는’ 프로그램 개발을 원하면서 이 환경을 스스로 구축할 수 없다면, 이 책이 반드시 필요합니다.
생산성을 끝까지 끌어올리기 위해 AI와 슬랙을 연결하세요. 트렌드 최전선을 달리는 오픈소스 하네스인 헤르메스를 적극 활용하세요. 프론트엔드와 백엔드를 넘나들며 프로젝트를 처음부터 끝까지 이끌어봅니다. 책을 덮을 때쯤이면 몸이 하네스 엔지니어링을 기억하게 될 겁니다. 프롬프트 하나에 매달리던 과거는 잊으세요. 이제는 ‘어떤 하네스를 깔아두면 AI가 알아서 잘할까?’를 묻는 본인을 발견하게 될 겁니다."
64,"다시, 소프트웨어 엔지니어","네서니얼 슈타, 댄 베가, 박성철",책만,2026년 05월,27000,30000,10%,5943,0,0.0,https://www.yes24.com/product/goods/189674360,"AI에도 흔들리지 않을 개발자의 조건과 기본 역량
유능한 소프트웨어 엔지니어가 되려면 무엇을 알아야 할까? 대학이나 부트캠프에서는 알고리듬 기초와 코딩 방법을 가르칠지 모르지만, 전문가로 성장하기 위한 필수 주제를 다루는 경우는 거의 없다. 이 책은 소프트웨어 엔지니어로서 성공과 성장에 필요한 실용적인 지식과 기술을 알려준다.
저자인 네서니얼 슈타와 댄 베가는 소프트웨어 엔지니어에게 정말 중요한 역량을 기를 수 있도록 길잡이가 되어 준다. 핵심을 짚는 조언부터 주제별 깊이 있는 해설까지, 실무에 도움이 되는 내용을 폭넓게 풀어낸다."
65,"요즘 교사를 위한 체육 수업 에듀테크 활용법 : 요즘 체육 수업, 에듀테크로 설계하고 기록되고 성장으로 남는다!","임우균, 서지원",앤써북,2026년 02월,15120,16800,10%,3033,19,10.0,https://www.yes24.com/product/goods/176901915,"요즘 체육 수업, 에듀테크로 설계하고 기록하고 학생 성장으로 남는다!
『요즘 교사를 위한 체육 수업 에듀테크 활용법』은 체육 수업 전 과정에 에듀테크를 접목해, ‘보여주기 어려운 체육 수업’을 ‘설계하고 남길 수 있는 수업’으로 바꾸는 실전 안내서다. 이 책은 운동·스포츠·표현·평가 등 체육 수업의 모든 영역을 아우르며, 교사가 현장에서 바로 활용할 수 있는 체육 맞춤형 에듀테크 사례를 풍부하게 제시한다. 시범 부담, 공간 제약, 평가의 어려움 등 체육 수업에서 반복되는 고민을 에듀테크를 통해 어떻게 해결할 수 있는지 구체적인 수업 장면으로 보여준다. 특히 ‘체육+에듀테크=체듀테크’라는 개념을 중심으로 체육 수업을 데이터로 기록하고, 학생의 성장을 증거로 남기는 방법을 안내한다. AI 기반 체육 수업, 자기주도적 신체 활동 설계, 교실·체육관 대안 수업 등 미래 교육 흐름을 반영한 체육 수업 모델도 함께 담았다. 체육 수업이 막막했던 교사, 에듀테크를 어떻게 체육에 적용할지 고민하던 교사라면 이 책은 가장 현실적인 출발점이 되어줄 것이다.
체육 수업에 대한 고민이 있으셨나요? 그럴 때 외쳐보자!
도와줘요, 체듀테크!
『체듀테크』는 체육 수업에서 바로 할용할 수 있는 에듀테크를 소개하며 저자의 수업 철학과 현장 경험을 대신 전하는 안내자의 역할을 한다.
이 책의 특징은 다음과 같다.
- 운동, 스포츠, 표현, 평가까지, 체육 수업 전 과정의 에듀테크 활용 사례
- 지금 바로 수업에 적용할 수 있는 에듀테크 * 체육 수업 실전 가이드
- 시범/공간/평가 고민을 덜어주는 체육 수업 설계"
66,된다! 하루 만에 준비하는 AI 학교 수업 활용법,"정인걸, 김경수",이지스퍼블리싱,2025년 03월,17820,19800,10%,17895,40,10.0,https://www.yes24.com/product/goods/142814138,"2022 개정 교육과정 반영! AI 디지털 교과서 시대의 해법!
교육감, 한국과학창의재단 강사 추천!
상위 1% 에듀테크 교사의 수업 비법을 공개합니다!
AI 디지털 교과서 도입을 두고 찬반이 이어지는 가운데 교사와 아이들, 학부모들이 혼란 속에 놓여 있다. 이 같은 상황을 두고 볼 수 없어 상위 1% 에듀테크 교사와 미디어 교육의 선구자가 힘을 합쳤다. 해법은 바로 ‘과목별 30가지 AI 수업 아이디어’! 한 학기 분량인 15주 차에 맞춰 실제 수업 내용을 고스란히 가져와 책을 꾸렸다. 국어, 수학, 영어, 실과(정보), 과학, 사회, 음악, 미술, 체육 등 과목별 AI 수업을 구성해 어떤 수업이든 적용할 수 있게 했다. 이 책에서 다루는 AI 프로그램은 챗GPT, 캔바, 미리캔버스 등 구글에 기반한 무료 AI 프로그램이어서 따로 구입하지 않아도 된다. 수업 지도안, 활동지를 포함한 수업 자료도 모두 제공해서 AI 수업이 막막한 교사도 수업에 쉽게 적용할 수 있다. 또한 AI 교육에 관심이 많은 학부모도 집에서 쉽게 활용해 볼 수 있다."
67,원하는 대로 튜닝하는 나만의 sLLM,오지영,길벗,2026년 07월,30600,34000,10%,1200,1,10.0,https://www.yes24.com/product/goods/193160264,"파인튜닝부터 배포까지, 내가 만드는 sLLM!
최근 AI 시장에서는 LLM과 함께 비용 효율성과 보안성을 갖춘 sLLM이 기업 AI의 새로운 선택지로 주목받고 있습니다. sLLM은 적은 연산 자원으로도 높은 성능을 제공하며, 기업 내부망이나 에지 디바이스에 안전하게 배포할 수 있어 비용과 보안 측면에서 큰 강점을 갖습니다.
이 책은 이러한 sLLM을 활용해 나만의 맞춤형 AI를 직접 구축하는 국내 실습서로, 산업 동향부터 오픈소스 모델 활용, 데이터 전처리, LoRA·QLoRA 기반 경량 파인튜닝, 양자화, RAG 구축까지 핵심 기술을 체계적으로 다룹니다. 또한 단순히 모델을 학습하는 데서 끝나지 않고, FastAPI와 Gradio를 활용한 서비스 구현, ngrok과 허깅페이스 스페이스를 이용한 배포까지 실제 서비스 개발의 전 과정을 실습할 수 있도록 구성했습니다. 모든 예제는 무료 구글 코랩 환경에서 그대로 실행할 수 있으며, 한국어에 최적화된 모델을 우선 사용해 실무 활용도를 높였습니다.
이론을 넘어 기술의 원리와 활용 방법까지 이해하며, 거대 AI의 사용자가 아닌 내 데이터로 직접 AI를 만들고 운영하는 엔지니어로 성장하고 싶은 개발자와 실무자에게 든든한 길잡이가 되어줄 것입니다."
68,리더의 AI 노트,김지현,한빛미디어,2026년 06월,21600,24000,10%,6303,1,10.0,https://www.yes24.com/product/goods/192529089,"“AI를 제대로 쓰는 리더가 조직의 미래를 바꾼다”
트렌드 분석, 의사결정, AX 전략까지 리더의 모든 순간에 AI 연결하기
SK AI위원회 부사장이자 30년의 IT 현장 경험을 갖춘 저자 김지현이 경영진과 팀장급 리더를 위해 쓴 AX 리더십 실전서다. 많은 기업이 AI를 도입하지만 성과는 엇갈린다. 그 차이를 만드는 것은 기술이 아니라 리더십이다. AI가 누구에게나 양질의 답을 제공할수록, 문제를 정의하고 판단의 기준을 세우며 사람과 AI의 역할 경계를 설계하는 것은 리더의 몫이다. 특히 리더가 AI를 제대로 써보지 않고 추진하는 AX는 공허한 구호로 끝날 뿐이다.
먼저 챗GPT, 제미나이, 퍼플렉시티, 젠스파크, 노트북LM, 에이닷 등 리더의 실무에 바로 적용 가능한 AI 도구 활용법부터 시작한다. 시장 트렌드를 AI 팟캐스트로 만들어 출퇴근길에 청취하고, 경쟁사 로드맵과 고객 VOC를 실시간으로 분석하며, 보고서 팩트 체크와 발표 Q&A 시뮬레이션을 AI로 수행하는 구체적인 방법을 담았다. 나아가 에이전트를 조직 내 ‘직원’처럼 배치하고, AX 전략의 여섯 가지 축을 설계하며, 인간과 에이전트가 공존하는 조직 체계를 구축하는 과정까지 30년 경력을 지닌 저자만이 전달할 수 있는 ‘리더의 통찰력’을 깊이 있게 전개한다."
69,밑바닥부터 따라하면서 배우는 클로드 코드 완전 정복,엄태효,위키북스,2026년 06월,25200,28000,10%,3309,2,10.0,https://www.yes24.com/product/goods/192047818,"코딩을 몰라도, ‘바이브’만으로 소프트웨어를 만드는 시대!
클로드 코드로 시작하는 AI 개발 워크플로의 모든 것
지금은 AI 에이전트와 대화하며 소프트웨어를 만드는 ‘바이브 코딩’의 시대입니다. 이 책은 이 거대한 흐름 속에서 가장 강력한 도구로 떠오른 앤트로픽의 ‘클로드 코드’를 기초부터 심화까지 완벽하게 다룬 실전 지침서입니다.
이 책은 단순히 명령어 나열이나 기능 소개에 그치지 않습니다. 1분 만에 만드는 자기소개 페이지에서 출발해 포트폴리오 사이트와 토큰 계산기를 직접 만들고, 풀스택 웹 서비스의 설계·구현·배포까지 이어지는 전 과정을 한 권에 밀도 있게 담았습니다. 더 나아가 에이전트 스킬, 서브에이전트, 훅, 플러그인 같은 고급 기능을 활용해 자신만의 독창적인 AI 개발 워크플로를 구축하는 방법까지 친절하게 안내합니다."
70,중국 AI 미래 지도,"임선영, 정진호",책만,2026년 06월,24300,27000,10%,6198,14,9.7,https://www.yes24.com/product/goods/191700749,"안갯속 미중 기술 전쟁 속에서 지금 우리가 가야 할 길을 알려준다.
중국은 지금 정치, 산업, 교육, 자본, 기술을 하나의 설계도 아래 통합하며 새로운 세계의 지도를 그리고 있다. AI가 모든 것을 다시 쓰는 시대, 그 지도가 가리키는 미래는 우리가 알던 세상과 전혀 다를 것이다. 그 미래를 먼저 손에 쥔 사람만이 다음 시대의 기회를 자신의 것으로 만들 수 있다.
첫째, 팩트와 현장에 기반을 둔 미래 예측서
둘째, 2026~2029년 ‘골든타임’에 대한 실전 지침서
셋째, 우리의 시각으로 쓴 중국 기술 분석서"
71,이게 되네? 캔바 AI 미친 활용법 47제,이지쌤(이지훈),골든래빗,2026년 05월,21600,24000,10%,5460,15,10.0,https://www.yes24.com/product/goods/187491806,"* 온라인 디자인 플랫폼 캔바 미친 활용! 클릭 몇 번으로 디자인의 격이 달라진다!
“이 모든 걸 정말 캔바 하나로 만들었다고?” 시선을 단숨에 사로잡는 SNS 피드부터 깔끔한 PPT 슬라이드, 세련된 웹사이트까지. 누구나 클릭 몇 번만으로 전문가 수준의 결과물을 만들어낼 수 있다면 믿을수 있는가? 전 세계가 열광하는 올인원 디자인 플랫폼, 캔바(Canva)를 만나는 순간 여러분의 상상은 현실이 된다. 1인 사업가의 퍼스널 브랜딩부터 마케터의 카드 뉴스, 디자이너의 프로토타입 작업까지! 이제 복잡한 툴 학습에 시간을 쏟는 대신, 오직 여러분의 ‘아이디어’에만 집중하세요. 이미지 생성과 편집, 합성은 물론 인쇄물과 화이트보드 협업까지 캔바로 가장 쉽고 깔끔하게 해결할 수 있다.
“발표 자료를 더 감각적으로 바꿀 수는 없을까?”, “이벤트 페이지를 당장 만들어야 하는데…” 같은 고민은 이제 끝입니다. 캔바의 강력한 기능들을 활용하면 프레젠테이션과 SNS 콘텐츠는 물론 사진·동영상 편집, 문서, 시트, 심지어 웹사이트 제작까지 막힘없이 가능하다. 특히 더욱 강력해진 ‘캔바 AI 매직’ 기능을 더해보자. 짧은 명령어 한마디로 배경을 순식간에 지우고, 사진 속 사물을 자유자재로 바꾸며, 복잡한 레이아웃까지 완벽하게 자동 완성할 수 있다.
디자인이 막막하고 두려운 분들을 위해 20만 구독자가 신뢰하는 국내 1타 강사이자 캔바 공식 글로벌 앰배서더인 ‘이지쌤’이 세상에서 가장 친절한 안내서를 준비했다. 기초적인 이론 설명부터 실무에서 즉시 활용할 수 있는 47가지 실전 예제까지 알차게 담았다. 디자인 도구를 다룰 줄 몰라도, 타고난 감각이 없어도 괜찮다. 수만 개의 템플릿을 내 것처럼 자유롭게 활용하는 방법을 익히고, 이를 바탕으로 나만의 독창적인 디자인 콘텐츠까지 만들 수 있다면 “나는 못해…”라는 망설임은 어느덧 “이게 진짜 되네!”라는 확신으로 바뀔 것이다."
72,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오","현병욱(오땡큐), 신수진",시프트,2025년 09월,18000,20000,10%,20664,29,9.7,https://www.yes24.com/product/goods/152644865,"AI로 시작하는 음악, 쉽고 재미있게 나만의 음악을 만들며, 음악의 매력에 빠져 보자!

'AI에서 클릭 몇 번이면 음악이 뚝딱 완성되는데, 과연 책을 볼 필요가 있을까?' 직접 AI를 사용하여 음악을 만들어 보면 가졌던 의문이 싹 사라질 것이다. 물론 클릭 몇 번으로 음악을 만들 수는 있다. 하지만 완성된 음악을 들어보면 뭔가 엉성하거나 엉망진창일 때가 많다. 그럴 때 이 책을 펼쳐보자. 뻔한 프롬프트 작성 방법만 가득 담겨 있는 그런 책이 아니다. AI를 이용하되 좀 더 제대로 된 음악을 만들 수 있도록 최소한의 음악 이론, 실습 기반의 튜토리얼, 그리고 수십 번의 테스트를 거쳐 검증한 프롬프트 조합까지 친절하게 설명해 준다. 20만 구독자를 보유한 음악 전문 크리에이터이자, 프로 작곡가인 오땡큐 저자의 노하우를 참고하여 원하는 장르, 보컬 스타일, 분위기, 악기 등을 담아 완성도 높은 나만의 음악을 만들어 보자."
73,회사에서 바로 통하는 실무 엑셀 파워포인트 워드&한글,"전미진, 이화진, 신면철",한빛미디어,2025년 08월,24300,27000,10%,15198,43,9.6,https://www.yes24.com/product/goods/151066074,"전면 개정판으로 돌아온 『회사에서 바로 통하는 실무 엑셀 파워포인트 워드&한글(전면 개정판)』!
더욱 직관적이고 학습하기 좋은 구성으로 엑셀, 파워포인트, 워드, 한글을 쉽게 배운다!
이번 개정판은 더 빠르고 직관적으로 학습할 수 있도록 실습 과정을 간편하게 재구성했다.버전에 상관없이 실무를 하는 데 꼭 필요한 엑셀, 파워포인트, 워드, 한글의 핵심기능을 한 권에 담았다. 실무 예제를 따라 하면서 오피스 프로그램의 기초부터 빠르고 정확하게 일하는 데 필요한 업무 활용 기술까지 한 번에 익힌다.
엑셀로 효율적인 업무 관리를, 파워포인트로 청중을 사로잡는 발표 노하우를, 워드와 한글에서는 실무에서 바로 써먹는 문서 작성 및 편집 기술을 익혀 탄탄한 실무 경쟁력을 쌓을 수 있다. 특히 이번 개정판에서는 챗GPT와 AI를 활용한 오피스 업무 자동화와 문서 작성 팁도 함께 수록해, 업무 생산성을 높이는 실질적인 방법까지 배울 수 있다."
74,세컨드 브레인은 옵시디언 with 클로드 코드,시안,골든래빗,2026년 04월,23750,25000,5%,6423,37,9.8,https://www.yes24.com/product/goods/184275427,"* AI가 노트를 읽고, 쓰고, 연결한다! 옵시디언 × AI 시대의 지식 관리 완전체
* 누적 조회수 100만! 생산성 유튜버 시안 저자의 압도적 개정판
* 베이스, 클로드 코드, 시맨틱 검색까지, 단 한 권으로 옵시디언 200% 써먹기
수많은 독자의 지식 관리를 혁신한 『세컨드 브레인은 옵시디언』이 AI와 함께 더 강력해져 돌아왔다. 왕초보를 위한 설치부터 기본 설정, 개발자를 위한 심화 기능까지 옵시디언을 활용해 두뇌를 200% 이상 활용할 수 있게 해주던 전작에 압도적인 무기들을 전면 추가했다. 옵시디언 매뉴얼에서 그치는 것이 아니라 정보를 저장하고 정리하는 이론인 제텔카스텐과 PARA까지 함께 설명하며 여기에 클로드 코드를 활용한 노트 자동화 노하우까지 담았다!
* 개정판에서 달라진 3가지
전작 『세컨드 브레인은 옵시디언』에 보내주신 성원에 감사인사 드리며, 초판 출간 이후 옵시디언 생태계는 놀라울 만큼 발전했다. 강력한 데이터베이스 기능인 베이스의 등장, 그리고 AI 기술의 결합은 옵시디언을 완전히 새로운 차원으로 끌어올렸다. 전작에서 소개한 스마트 커넥션 플러그인의 AI 기능을 더욱 자유롭고 강력한 클로드 코드로 전면 교체했다. 탄탄한 핵심은 유지하되, 5개 파트 25개 챕터로 재편한 압도적인 무기 3가지를 소개한다.
1. 노트를 데이터베이스로! - 베이스 코어 플러그인 기능이 추가되었다.
2. AI에게 노트 관리를 맡기세요 - 클로드 코드 × 옵시디언 CLI 활용법을 소개한다.
3. 의미로 노트를 검색하세요 - QMD 시맨틱 검색 구축 방법을 소개한다.
* 옵시디언이 처음이라고요? 그럼 더 반갑습니다!
* 옵시디언 기능 소개, 생산성을 높이는 활용 이론까지 꽉꽉 눌러 담았다
머릿속에 떠도는 아이디어들은 잠깐 떠올랐다가 금방 흩어져버린다. 만약 여러분에게 황금 같은 아이디어가 떠올랐다가 그냥 사라진다면 어떨까? 그런 걱정을 하고 있는 여러분에게 옵시디언을 추천한다. 옵시디언이 지식 관리를 위한 강력한 도구라는 건 이미 알고 있는 사람들은 다 알고 있는 사실이다. 다만 옵시디언의 입문을 방해하는 요소가 있다면 그건 ‘우주선 패널 같은 복잡한 첫인상'이다. 옵시디언을 시작하려는 사람에게 복잡한 메뉴와 기능은 오히려 선뜻 시작하기 어렵게 만드는 벽이다. 이 책은 그 벽을 조금이나마 낮추고 싶다는 마음으로 만들어졌다. 옵시디언 설치부터 볼트 생성, 인터페이스 조작, 마크다운 문법, 테마 설정 같은 기초부터 링크와 태그로 정보를 연결하고, 검색과 그래프로 노트를 시각화하는 핵심 기능까지 빠짐없이 다룹니다. 옵시디언을 처음 접하는 독자라면 이 한 권이 곧 완벽한 입문서다.
한쪽에는 책을, 한쪽에는 옵시디언을 열고 따라하며 '아이디어를 기록하고, 정리하고, AI로 확장하는 것이 무엇인지' 경험해보자. 이 책을 다 읽으면 옵시디언이 남의 도구가 아닌 나의 도구로 느껴질 것이다. 더 나아가 AI와 함께 진화하는 나만의 두 번째 뇌를 구축하기 바란다."
